DayOfWeek,Mean,Store
5,9.692791275067025,56
6,9.692791275067025,56
1,9.692791275067025,57
2,9.692791275067025,57
3,9.77832942330783,57
4,9.335183341526609,57
5,9.692791275067025,57
6,9.692791275067025,57
1,9.221540677622308,58
2,9.57745456362713,58
3,9.221540677622308,58
4,9.221540677622308,58
5,9.205433514545172,58
6,9.221540677622308,58
1,9.692791275067025,59
2,9.692791275067025,59
3,9.77832942330783,59
4,9.335183341526609,59
5,9.692791275067025,59
6,9.692791275067025,59
1,9.692791275067025,60
2,9.692791275067025,60
3,9.77832942330783,60
4,9.335183341526609,60
5,9.692791275067025,60
6,9.692791275067025,60
1,9.692791275067025,61
2,9.335183341526609,61
3,9.77832942330783,61
4,9.335183341526609,61
5,9.692791275067025,61
6,9.692791275067025,61
1,9.692791275067025,62
2,9.692791275067025,62
3,9.77832942330783,62
4,9.335183341526609,62
5,9.692791275067025,62
6,9.692791275067025,62
1,9.692791275067025,63
2,9.692791275067025,63
3,9.77832942330783,63
4,9.335183341526609,63
5,9.692791275067025,63
6,9.692791275067025,63
1,9.692791275067025,64
2,9.692791275067025,64
3,9.77832942330783,64
4,9.335183341526609,64
5,9.692791275067025,64
6,9.692791275067025,64
1,9.692791275067025,65
2,9.335183341526609,65
3,9.77832942330783,65
4,9.335183341526609,65
5,9.692791275067025,65
6,9.692791275067025,65
1,9.692791275067025,66
2,9.335183341526609,66
3,9.77832942330783,66
4,9.335183341526609,66
5,9.692791275067025,66
6,9.692791275067025,66
1,9.692791275067025,67
2,9.335183341526609,67
3,9.77832942330783,67
4,9.335183341526609,67
5,9.692791275067025,67
6,9.692791275067025,67
1,9.692791275067025,68
2,9.692791275067025,68
3,9.77832942330783,68
4,9.335183341526609,68
5,9.692791275067025,68
6,9.692791275067025,68
1,9.692791275067025,69
2,9.692791275067025,69
3,9.77832942330783,69
4,9.335183341526609,69
5,9.692791275067025,69
6,9.692791275067025,69
1,9.692791275067025,70
2,9.692791275067025,70
3,9.77832942330783,70
4,9.335183341526609,70
5,9.692791275067025,70
6,9.692791275067025,70
1,9.692791275067025,71
2,9.692791275067025,71
3,9.77832942330783,71
4,9.335183341526609,71
5,9.692791275067025,71
6,9.692791275067025,71
1,9.221540677622308,72
2,9.57745456362713,72
3,9.221540677622308,72
4,9.221540677622308,72
5,9.205433514545172,72
6,9.221540677622308,72
1,9.692791275067025,73
2,9.692791275067025,73
3,9.77832942330783,73
4,9.335183341526609,73
5,9.692791275067025,73
6,9.692791275067025,73
1,9.692791275067025,74
2,9.692791275067025,74
3,9.77832942330783,74
4,9.335183341526609,74
5,9.692791275067025,74
6,9.692791275067025,74
1,9.692791275067025,75
2,9.692791275067025,75
3,9.77832942330783,75
4,9.335183341526609,75
5,9.692791275067025,75
6,9.692791275067025,75
1,9.221540677622308,76
2,9.57745456362713,76
3,9.221540677622308,76
4,9.221540677622308,76
5,9.205433514545172,76
6,9.221540677622308,76
1,9.692791275067025,77
2,9.692791275067025,77
3,9.77832942330783,77
4,9.335183341526609,77
5,9.692791275067025,77
6,9.692791275067025,77
1,9.692791275067025,78
2,9.335183341526609,78
3,9.77832942330783,78
4,9.335183341526609,78
5,9.692791275067025,78
6,9.692791275067025,78
1,9.692791275067025,79
2,9.335183341526609,79
3,9.77832942330783,79
4,9.335183341526609,79
5,9.692791275067025,79
6,9.692791275067025,79
1,9.692791275067025,80
2,9.692791275067025,80
3,9.77832942330783,80
4,9.335183341526609,80
5,9.692791275067025,80
6,9.692791275067025,80
1,9.221540677622308,81
2,9.57745456362713,81
3,9.221540677622308,81
4,9.221540677622308,81
5,9.205433514545172,81
6,9.221540677622308,81
1,9.692791275067025,82
2,9.692791275067025,82
3,9.77832942330783,82
4,9.335183341526609,82
5,9.692791275067025,82
6,9.692791275067025,82
1,9.692791275067025,83
2,9.692791275067025,83
3,9.77832942330783,83
4,9.335183341526609,83
5,9.692791275067025,83
6,9.692791275067025,83
1,9.692791275067025,84
2,9.692791275067025,84
3,9.77832942330783,84
4,9.335183341526609,84
5,9.692791275067025,84
6,9.692791275067025,84
1,9.692791275067025,85
2,9.692791275067025,85
3,9.77832942330783,85
4,9.77832942330783,85
5,9.77832942330783,85
6,9.692791275067025,85
1,9.692791275067025,86
2,9.692791275067025,86
3,9.77832942330783,86
4,9.335183341526609,86
5,9.692791275067025,86
6,9.692791275067025,86
1,9.692791275067025,87
2,9.692791275067025,87
3,9.77832942330783,87
4,9.335183341526609,87
5,9.692791275067025,87
6,9.692791275067025,87
1,9.692791275067025,88
2,9.335183341526609,88
3,9.77832942330783,88
4,9.335183341526609,88
5,9.692791275067025,88
6,9.692791275067025,88
1,9.221540677622308,89
2,9.57745456362713,89
3,9.221540677622308,89
4,9.221540677622308,89
5,9.205433514545172,89
6,9.221540677622308,89
1,9.692791275067025,90
2,9.692791275067025,90
3,9.77832942330783,90
4,9.335183341526609,90
5,9.692791275067025,90
6,9.692791275067025,90
1,9.692791275067025,91
2,9.335183341526609,91
3,9.77832942330783,91
4,9.335183341526609,91
5,9.692791275067025,91
6,9.692791275067025,91
1,9.692791275067025,92
2,9.692791275067025,92
3,9.77832942330783,92
4,9.335183341526609,92
5,9.692791275067025,92
6,9.692791275067025,92
1,9.692791275067025,93
2,9.692791275067025,93
3,9.77832942330783,93
4,9.335183341526609,93
5,9.692791275067025,93
6,9.692791275067025,93
1,9.692791275067025,94
2,9.692791275067025,94
3,9.77832942330783,94
4,9.335183341526609,94
5,9.692791275067025,94
6,9.692791275067025,94
1,9.692791275067025,95
2,9.692791275067025,95
3,9.77832942330783,95
4,9.335183341526609,95
5,9.692791275067025,95
6,9.692791275067025,95
1,9.692791275067025,96
2,9.692791275067025,96
3,9.77832942330783,96
4,9.335183341526609,96
5,9.692791275067025,96
6,9.692791275067025,96
1,9.692791275067025,97
2,9.692791275067025,97
3,9.77832942330783,97
4,9.335183341526609,97
5,9.692791275067025,97
6,9.692791275067025,97
1,9.692791275067025,98
2,9.692791275067025,98
3,9.77832942330783,98
4,9.335183341526609,98
5,9.692791275067025,98
6,9.692791275067025,98
1,9.221540677622308,99
2,9.57745456362713,99
3,9.221540677622308,99
4,9.221540677622308,99
5,9.205433514545172,99
6,9.221540677622308,99
1,9.221540677622308,100
2,9.57745456362713,100
3,9.221540677622308,100
4,9.221540677622308,100
5,9.205433514545172,100
6,9.221540677622308,100
1,9.692791275067025,101
2,9.692791275067025,101
3,9.77832942330783,101
4,9.335183341526609,101
5,9.692791275067025,101
6,9.692791275067025,101
1,9.692791275067025,102
2,9.692791275067025,102
3,9.77832942330783,102
4,9.335183341526609,102
5,9.692791275067025,102
6,9.692791275067025,102
1,9.692791275067025,103
2,9.692791275067025,103
3,9.77832942330783,103
4,9.335183341526609,103
5,9.692791275067025,103
6,9.692791275067025,103
1,9.692791275067025,104
2,9.692791275067025,104
3,9.77832942330783,104
4,9.335183341526609,104
5,9.692791275067025,104
6,9.692791275067025,104
1,9.692791275067025,105
2,9.335183341526609,105
3,9.77832942330783,105
4,9.335183341526609,105
5,9.692791275067025,105
6,9.692791275067025,105
1,9.692791275067025,106
2,9.692791275067025,106
3,9.77832942330783,106
4,9.335183341526609,106
5,9.692791275067025,106
6,9.692791275067025,106
1,9.692791275067025,107
2,9.692791275067025,107
3,9.77832942330783,107
4,9.335183341526609,107
5,9.692791275067025,107
6,9.692791275067025,107
1,9.221540677622308,108
2,9.57745456362713,108
3,9.221540677622308,108
4,9.221540677622308,108
5,9.205433514545172,108
6,9.221540677622308,108
1,9.692791275067025,109
2,9.692791275067025,109
3,9.77832942330783,109
4,9.335183341526609,109
5,9.692791275067025,109
6,9.692791275067025,109
1,9.692791275067025,110
2,9.692791275067025,110
3,9.77832942330783,110
4,9.335183341526609,110
5,9.692791275067025,110
6,9.692791275067025,110
1,9.692791275067025,111
2,9.692791275067025,111
3,9.77832942330783,111
4,9.335183341526609,111
5,9.692791275067025,111
6,9.692791275067025,111
1,9.692791275067025,112
2,9.692791275067025,112
3,9.77832942330783,112
4,9.335183341526609,112
5,9.692791275067025,112
6,9.692791275067025,112
1,9.221540677622308,113
2,9.57745456362713,113
3,9.221540677622308,113
4,9.221540677622308,113
5,9.205433514545172,113
6,9.221540677622308,113
1,9.692791275067025,114
2,9.692791275067025,114
3,9.77832942330783,114
4,9.335183341526609,114
5,9.692791275067025,114
6,9.692791275067025,114
1,9.221540677622308,115
2,9.57745456362713,115
3,9.221540677622308,115
4,9.221540677622308,115
5,9.205433514545172,115
6,9.221540677622308,115
1,9.692791275067025,116
2,9.692791275067025,116
3,9.77832942330783,116
4,9.335183341526609,116
5,9.692791275067025,116
6,9.692791275067025,116
1,9.692791275067025,117
2,9.692791275067025,117
3,9.77832942330783,117
4,9.335183341526609,117
5,9.692791275067025,117
6,9.692791275067025,117
1,9.692791275067025,118
2,9.692791275067025,118
3,9.77832942330783,118
4,9.335183341526609,118
5,9.692791275067025,118
6,9.692791275067025,118
1,9.692791275067025,119
2,9.692791275067025,119
3,9.77832942330783,119
4,9.335183341526609,119
5,9.692791275067025,119
6,9.692791275067025,119
1,9.692791275067025,120
2,9.692791275067025,120
3,9.77832942330783,120
4,9.335183341526609,120
5,9.692791275067025,120
6,9.692791275067025,120
1,9.692791275067025,121
2,9.692791275067025,121
3,9.77832942330783,121
4,9.335183341526609,121
5,9.692791275067025,121
6,9.692791275067025,121
1,9.692791275067025,122
2,9.692791275067025,122
3,9.77832942330783,122
4,9.335183341526609,122
5,9.692791275067025,122
6,9.692791275067025,122
1,9.692791275067025,123
2,9.335183341526609,123
3,9.77832942330783,123
4,9.335183341526609,123
5,9.692791275067025,123
6,9.692791275067025,123
1,9.692791275067025,124
2,9.692791275067025,124
3,9.77832942330783,124
4,9.335183341526609,124
5,9.692791275067025,124
6,9.692791275067025,124
1,9.692791275067025,125
2,9.692791275067025,125
3,9.77832942330783,125
4,9.335183341526609,125
5,9.692791275067025,125
6,9.692791275067025,125
1,9.692791275067025,126
2,9.692791275067025,126
3,9.77832942330783,126
4,9.335183341526609,126
5,9.692791275067025,126
6,9.692791275067025,126
1,9.221540677622308,127
2,9.57745456362713,127
3,9.221540677622308,127
4,9.221540677622308,127
5,9.205433514545172,127
6,9.221540677622308,127
1,9.692791275067025,128
2,9.692791275067025,128
3,9.77832942330783,128
4,9.335183341526609,128
5,9.692791275067025,128
6,9.692791275067025,128
1,9.221540677622308,129
2,9.57745456362713,129
3,9.221540677622308,129
4,9.221540677622308,129
5,9.205433514545172,129
6,9.221540677622308,129
1,9.692791275067025,130
2,9.692791275067025,130
3,9.77832942330783,130
4,9.335183341526609,130
5,9.692791275067025,130
6,9.692791275067025,130
1,9.692791275067025,131
2,9.692791275067025,131
3,9.77832942330783,131
4,9.335183341526609,131
5,9.692791275067025,131
6,9.692791275067025,131
1,9.221540677622308,132
2,9.57745456362713,132
3,9.221540677622308,132
4,9.221540677622308,132
5,9.205433514545172,132
6,9.221540677622308,132
1,9.692791275067025,133
2,9.692791275067025,133
3,9.77832942330783,133
4,9.335183341526609,133
5,9.692791275067025,133
6,9.692791275067025,133
1,9.692791275067025,134
2,9.692791275067025,134
3,9.77832942330783,134
4,9.335183341526609,134
5,9.692791275067025,134
6,9.692791275067025,134
1,9.692791275067025,135
2,9.692791275067025,135
3,9.77832942330783,135
4,9.335183341526609,135
5,9.692791275067025,135
6,9.692791275067025,135
1,9.221540677622308,136
2,9.57745456362713,136
3,9.221540677622308,136
4,9.221540677622308,136
5,9.205433514545172,136
6,9.221540677622308,136
1,9.221540677622308,137
2,9.57745456362713,137
3,9.221540677622308,137
4,9.221540677622308,137
5,9.205433514545172,137
6,9.221540677622308,137
1,9.692791275067025,138
2,9.692791275067025,138
3,9.77832942330783,138
4,9.335183341526609,138
5,9.692791275067025,138
6,9.692791275067025,138
1,9.221540677622308,139
2,9.57745456362713,139
3,9.221540677622308,139
4,9.221540677622308,139
5,9.205433514545172,139
6,9.221540677622308,139
1,9.692791275067025,140
2,9.692791275067025,140
3,9.77832942330783,140
4,9.335183341526609,140
5,9.692791275067025,140
6,9.692791275067025,140
1,9.692791275067025,141
2,9.335183341526609,141
3,9.77832942330783,141
4,9.335183341526609,141
5,9.692791275067025,141
6,9.692791275067025,141
1,9.692791275067025,142
2,9.692791275067025,142
3,9.77832942330783,142
4,9.335183341526609,142
5,9.692791275067025,142
6,9.692791275067025,142
1,9.692791275067025,143
2,9.692791275067025,143
3,9.77832942330783,143
4,9.335183341526609,143
5,9.692791275067025,143
6,9.692791275067025,143
1,9.221540677622308,144
2,9.57745456362713,144
3,9.221540677622308,144
4,9.221540677622308,144
5,9.205433514545172,144
6,9.221540677622308,144
1,9.221540677622308,145
2,9.57745456362713,145
3,9.221540677622308,145
4,9.221540677622308,145
5,9.205433514545172,145
6,9.221540677622308,145
1,9.692791275067025,146
2,9.692791275067025,146
3,9.77832942330783,146
4,9.335183341526609,146
5,9.692791275067025,146
6,9.692791275067025,146
1,9.692791275067025,147
2,9.692791275067025,147
3,9.77832942330783,147
4,9.335183341526609,147
5,9.692791275067025,147
6,9.692791275067025,147
1,9.692791275067025,148
2,9.692791275067025,148
3,9.77832942330783,148
4,9.335183341526609,148
5,9.692791275067025,148
6,9.692791275067025,148
1,9.221540677622308,149
2,9.57745456362713,149
3,9.221540677622308,149
4,9.221540677622308,149
5,9.205433514545172,149
6,9.221540677622308,149
1,9.692791275067025,150
2,9.692791275067025,150
3,9.77832942330783,150
4,9.335183341526609,150
5,9.692791275067025,150
6,9.692791275067025,150
1,9.692791275067025,151
2,9.335183341526609,151
3,9.77832942330783,151
4,9.335183341526609,151
5,9.692791275067025,151
6,9.692791275067025,151
1,9.692791275067025,152
2,9.692791275067025,152
3,9.77832942330783,152
4,9.335183341526609,152
5,9.692791275067025,152
6,9.692791275067025,152
1,9.692791275067025,153
2,9.692791275067025,153
3,9.77832942330783,153
4,9.335183341526609,153
5,9.692791275067025,153
6,9.692791275067025,153
1,9.692791275067025,154
2,9.692791275067025,154
3,9.77832942330783,154
4,9.335183341526609,154
5,9.692791275067025,154
6,9.692791275067025,154
1,9.221540677622308,155
2,9.57745456362713,155
3,9.221540677622308,155
4,9.221540677622308,155
5,9.205433514545172,155
6,9.221540677622308,155
1,9.692791275067025,156
2,9.692791275067025,156
3,9.77832942330783,156
4,9.335183341526609,156
5,9.692791275067025,156
6,9.692791275067025,156
1,9.692791275067025,157
2,9.692791275067025,157
3,9.77832942330783,157
4,9.335183341526609,157
5,9.692791275067025,157
6,9.692791275067025,157
1,9.692791275067025,158
2,9.692791275067025,158
3,9.77832942330783,158
4,9.335183341526609,158
5,9.692791275067025,158
6,9.692791275067025,158
1,9.221540677622308,159
2,9.57745456362713,159
3,9.221540677622308,159
4,9.221540677622308,159
5,9.205433514545172,159
6,9.221540677622308,159
1,9.692791275067025,160
2,9.692791275067025,160
3,9.77832942330783,160
4,9.335183341526609,160
5,9.692791275067025,160
6,9.692791275067025,160
1,9.692791275067025,161
2,9.692791275067025,161
3,9.77832942330783,161
4,9.335183341526609,161
5,9.692791275067025,161
6,9.692791275067025,161
1,9.692791275067025,162
2,9.692791275067025,162
3,9.77832942330783,162
4,9.335183341526609,162
5,9.692791275067025,162
6,9.692791275067025,162
1,9.692791275067025,163
2,9.692791275067025,163
3,9.77832942330783,163
4,9.335183341526609,163
5,9.692791275067025,163
6,9.692791275067025,163
1,9.221540677622308,164
2,9.57745456362713,164
3,9.221540677622308,164
4,9.221540677622308,164
5,9.205433514545172,164
6,9.221540677622308,164
1,9.221540677622308,165
2,9.57745456362713,165
3,9.221540677622308,165
4,9.221540677622308,165
5,9.205433514545172,165
6,9.221540677622308,165
1,9.692791275067025,166
2,9.692791275067025,166
3,9.77832942330783,166
4,9.335183341526609,166
5,9.692791275067025,166
6,9.692791275067025,166
1,9.692791275067025,167
2,9.335183341526609,167
3,9.77832942330783,167
4,9.335183341526609,167
5,9.692791275067025,167
6,9.692791275067025,167
1,9.692791275067025,168
2,9.335183341526609,168
3,9.77832942330783,168
4,9.335183341526609,168
5,9.692791275067025,168
6,9.692791275067025,168
1,9.692791275067025,169
2,9.692791275067025,169
3,9.77832942330783,169
4,9.335183341526609,169
5,9.692791275067025,169
6,9.692791275067025,169
1,9.692791275067025,170
2,9.692791275067025,170
3,9.77832942330783,170
4,9.335183341526609,170
5,9.692791275067025,170
6,9.692791275067025,170
1,9.692791275067025,171
2,9.692791275067025,171
3,9.77832942330783,171
4,9.335183341526609,171
5,9.692791275067025,171
6,9.692791275067025,171
1,9.221540677622308,172
2,9.57745456362713,172
3,9.221540677622308,172
4,9.221540677622308,172
5,9.205433514545172,172
6,9.221540677622308,172
1,9.692791275067025,173
2,9.692791275067025,173
3,9.77832942330783,173
4,9.335183341526609,173
5,9.692791275067025,173
6,9.692791275067025,173
1,9.221540677622308,174
2,9.57745456362713,174
3,9.221540677622308,174
4,9.221540677622308,174
5,9.205433514545172,174
6,9.221540677622308,174
1,9.692791275067025,175
2,9.692791275067025,175
3,9.77832942330783,175
4,9.335183341526609,175
5,9.692791275067025,175
6,9.692791275067025,175
1,9.692791275067025,176
2,9.692791275067025,176
3,9.77832942330783,176
4,9.335183341526609,176
5,9.692791275067025,176
6,9.692791275067025,176
1,9.692791275067025,177
2,9.335183341526609,177
3,9.77832942330783,177
4,9.335183341526609,177
5,9.692791275067025,177
6,9.692791275067025,177
1,9.692791275067025,178
2,9.692791275067025,178
3,9.77832942330783,178
4,9.335183341526609,178
5,9.692791275067025,178
6,9.692791275067025,178
1,9.692791275067025,179
2,9.692791275067025,179
3,9.77832942330783,179
4,9.335183341526609,179
5,9.692791275067025,179
6,9.692791275067025,179
1,9.692791275067025,180
2,9.692791275067025,180
3,9.77832942330783,180
4,9.335183341526609,180
5,9.692791275067025,180
6,9.692791275067025,180
1,9.221540677622308,181
2,9.57745456362713,181
3,9.221540677622308,181
4,9.221540677622308,181
5,9.205433514545172,181
6,9.221540677622308,181
1,9.692791275067025,182
2,9.692791275067025,182
3,9.77832942330783,182
4,9.335183341526609,182
5,9.692791275067025,182
6,9.692791275067025,182
1,9.221540677622308,183
2,9.57745456362713,183
3,9.221540677622308,183
4,9.221540677622308,183
5,9.205433514545172,183
6,9.221540677622308,183
1,9.692791275067025,184
2,9.692791275067025,184
3,9.77832942330783,184
4,9.335183341526609,184
5,9.692791275067025,184
6,9.692791275067025,184
1,9.692791275067025,185
2,9.692791275067025,185
3,9.77832942330783,185
4,9.335183341526609,185
5,9.692791275067025,185
6,9.692791275067025,185
1,9.221540677622308,186
2,9.57745456362713,186
3,9.221540677622308,186
4,9.221540677622308,186
5,9.205433514545172,186
6,9.221540677622308,186
1,9.692791275067025,187
2,9.692791275067025,187
3,9.77832942330783,187
4,9.335183341526609,187
5,9.692791275067025,187
6,9.692791275067025,187
1,9.692791275067025,188
2,9.692791275067025,188
3,9.77832942330783,188
4,9.335183341526609,188
5,9.692791275067025,188
6,9.692791275067025,188
1,9.692791275067025,189
2,9.692791275067025,189
3,9.77832942330783,189
4,9.335183341526609,189
5,9.692791275067025,189
6,9.692791275067025,189
1,9.221540677622308,190
2,9.57745456362713,190
3,9.221540677622308,190
4,9.221540677622308,190
5,9.205433514545172,190
6,9.221540677622308,190
1,9.221540677622308,191
2,9.57745456362713,191
3,9.221540677622308,191
4,9.221540677622308,191
5,9.205433514545172,191
6,9.221540677622308,191
1,9.221540677622308,192
2,9.57745456362713,192
3,9.221540677622308,192
4,9.221540677622308,192
5,9.205433514545172,192
6,9.221540677622308,192
1,9.692791275067025,193
2,9.335183341526609,193
3,9.77832942330783,193
4,9.335183341526609,193
5,9.692791275067025,193
6,9.692791275067025,193
1,9.692791275067025,194
2,9.335183341526609,194
3,9.77832942330783,194
4,9.335183341526609,194
5,9.692791275067025,194
6,9.692791275067025,194
